config_key,config_label,model_name,ranking_mode,target_mode,user_id,layer_index,layer_score,attribution_method,attribution_mode
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1046,12,0.7500001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1046,13,0.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1046,14,2.875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1046,15,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,0,3.875000476837158,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,1,1.6875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,2,0.7499998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,3,0.875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,4,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,5,2.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,6,4.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,7,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,8,2.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,9,1.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,10,0.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,11,0.49999988079071045,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,12,0.7500001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,13,0.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,14,2.875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1046,15,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,0,1.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,1,1.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,2,1.5625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,3,2.6875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,4,0.6250001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,5,1.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,6,6.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,7,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,8,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,9,0.875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,10,2.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,11,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,12,0.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,13,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,14,2.250000238418579,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,1529,15,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,0,3.34375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,1,0.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,2,0.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,3,2.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,4,1.8750001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,5,2.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,6,5.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,7,1.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,8,2.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,9,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,10,0.7500001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,11,1.1249998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,12,1.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,13,2.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,14,3.125000238418579,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,1529,15,0.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,0,3.28125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,1,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,2,0.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,3,2.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,4,0.8749998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,5,2.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,6,5.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,7,0.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,8,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,9,0.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,10,0.6249998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,11,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,12,0.7499998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,13,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,14,1.8749998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2201,15,0.9375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,0,3.28125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,1,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,2,0.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,3,2.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,4,0.8749998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,5,2.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,6,5.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,7,0.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,8,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,9,0.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,10,0.6249998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,11,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,12,0.7499998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,13,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,14,1.8749998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2201,15,0.9375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,0,0.1875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,1,0.09375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,2,1.312499761581421,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,3,1.187500238418579,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,4,1.437500238418579,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,5,1.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,6,0.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,7,1.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,8,1.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,9,1.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,10,1.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,11,1.1875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,12,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,13,2.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,14,4.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2436,15,0.9375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,0,0.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,1,2.0625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,2,0.8125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,3,0.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,4,1.750000238418579,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,5,1.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,6,0.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,7,0.6875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,8,1.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,9,2.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,10,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,11,1.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,12,0.625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,13,1.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,14,4.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2436,15,0.5625001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,0,1.2499998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,1,0.9375001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,2,0.5000001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,3,1.6875001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,4,0.6249998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,5,1.0000001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,6,5.4375001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,7,0.25000011920928955,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,8,1.0000001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,9,0.8124998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,10,1.5625001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,11,0.5624998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,12,0.6250001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,13,0.24999988079071045,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,14,2.6249998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2486,15,0.9375001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,0,4.312499403953552,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,1,2.5937501192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,2,0.12500011920928955,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,3,3.3750001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,4,1.2500001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,5,3.1875001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,6,5.6250001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,7,1.5000001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,8,3.0625001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,9,2.1250001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,10,0.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,11,0.37499988079071045,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,12,1.2500001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,13,2.0000001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,14,3.2499998807907104,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,model_choice,2486,15,0.7500001192092896,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,0,2.6875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,1,0.875,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,2,0.25,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,3,1.5625,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,4,3.75,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,5,2.375,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,6,5.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,7,1.0,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,8,1.5,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,9,2.062499761581421,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,10,0.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,11,0.49999988079071045,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,12,1.125,causal_bypass,causal_bypass
base,Base,unsloth/Llama-3.2-1B-Instruct,text,ground_truth,2557,13,2.375,causal_bypass,causal_bypass
